the age:,Gender:,Area:,Current educational level:,marital status:,Employment status:,Do you use social media applications?,What social media platforms do you use?,What app do you use the most?,How many hours do you spend on social media platforms daily?,Do you feel anxious or stressed after reading negative comments on your posts?,Are you worried about missing out on important information or events when you're not using social media?,Do you feel that using social media has affected your ability to focus and accomplish daily tasks?,Do you think that consuming quick content (such as watching short videos and push notifications...) has affected your patience and ability to deal with long tasks?,Do you use social media right before going to sleep?,Do you have difficulty sleeping because of thinking about what you saw on social media platforms?,Does the number of likes or comments you get on your posts affect you?,Have you changed your opinion or feeling based on the reactions of others on social media platforms?,Do you prefer interacting with friends or family online rather than face-to-face?,How often do you find yourself using social media for longer than you planned?,How do you feel when you compare your life to the lives of others on social media?,"What methods, if any, do you use to limit your social media access?"
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,8-Jul,I don't post,sometimes,rarely,sometimes,"Yes, always",sometimes,I don't care about the number of likes or comments,"No, never","No, never",sometimes,I don't compare my life with the lives of others,nothing
25-34,male,Hail,Bachelor's degree,bachelor,Full time employee,Yes,"LinkedIn, Snapchat, Youtube, WhatsApp",Youtube,8-Jul,sometimes,sometimes,sometimes,sometimes,"Yes, always",sometimes,sometimes,"No, never",rarely,rarely,I don't compare at all,Practice a hobby
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",Snapchat,6-May,I don't post,sometimes,"Yes, a lot","Yes, a lot","Yes, always","No, never",I don't care about the number of likes or comments,"No, never",rarely,always,"I don't feel anything because I am aware that not everything is shown on social media sites, only the happy side of the person and the best conditions","Set tasks and, if completed, open reward programs for that"
25-34,feminine,the news,Bachelor's degree,bachelor,Not employed,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",Snapchat,8-Jul,I don't post,"Yes, always",sometimes,"Yes, a lot","Yes, always",sometimes,I don't care about the number of likes or comments,sometimes,sometimes,always,no,nothing
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Locket",TikTok,6-May,I don't post,"Yes, always","Yes, a lot","Yes, a lot","Yes, always","No, never",I don't care about the number of likes or comments,sometimes,rarely,always,incentive,Delete the application
18-24,feminine,Riyadh,High school or equivalent,bachelor,A worker with his own work,Yes,"Instagram, TikTok, Snapchat, WhatsApp, Telegram",Snapchat,6-May,I don't post,rarely,sometimes,sometimes,"Yes, always",sometimes,I don't care about the number of likes or comments,rarely,"No, never",sometimes,"No, I never wish for the lives of others 
 I thank God for who I am",Cut off the internet
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp, Telegram",Youtube,2-Jan,I don't post,sometimes,"Yes, a lot",sometimes,sometimes,"No, never",I don't care about the number of likes or comments,rarely,rarely,sometimes,"Mostly inspiration and motivation to improve my life, especially since I surround myself with a lot of motivators on social networking sites",Using application limits with a code I don?t know (my sister set the code for me)
18-24,feminine,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,10-Sep,"No, never","No, never",sometimes,sometimes,sometimes,"No, never",rarely,"No, never",rarely,always,Inspiration,Use limits for applications
13-17,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, TikTok, Snapchat, WhatsApp, Telegram",Telegram,8-Jul,rarely,sometimes,sometimes,sometimes,sometimes,"Yes, always","Yes, always",sometimes,sometimes,always,Better life,border
18-24,male,Hail,High school or equivalent,bachelor,student,Yes,"Instagram, Snapchat, Youtube, WhatsApp, Telegram",Instagram,4-Mar,I don't post,"No, never","Yes, a lot",sometimes,sometimes,rarely,I don't care about the number of likes or comments,"No, never","No, never",always,I don't feel anything,Reading and sports
45-54,male,the news,Bachelor's degree,married,retired,Yes,"Instagram, TikTok, Snapchat, WhatsApp",TikTok,2-Jan,"No, never","No, never","No, never","No, never","Yes, always","No, never",sometimes,sometimes,"No, never",sometimes,no,Diversify posts
18-24,male,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,6-May,I don't post,sometimes,rarely,"No, never","Yes, always",rarely,sometimes,sometimes,rarely,sometimes,incentive,Nothing
25-34,feminine,grandmother,Bachelor's degree,bachelor,Not employed,Yes,"X (Twitter), TikTok, Youtube, WhatsApp, Telegram",Telegram,6-May,"Yes, always",sometimes,"Yes, a lot","Yes, a lot",sometimes,sometimes,rarely,sometimes,sometimes,sometimes,I wish for a better life,Leave the device in another room
18-24,male,Hail,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",Snapchat,8-Jul,sometimes,"Yes, always","Yes, a lot",sometimes,"Yes, always",rarely,I don't care about the number of likes or comments,"No, never",rarely,always,Positive feeling,nothing
18-24,feminine,City,diploma,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Youtube,4-Mar,sometimes,rarely,sometimes,sometimes,"Yes, always",sometimes,rarely,rarely,rarely,sometimes,I feel inspired,Reading a book or novel
25-34,feminine,City,Bachelor's degree,bachelor,Full time employee,Yes,"Instagram, X (Twitter), Youtube, WhatsApp",Youtube,2-Jan,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,rarely,sometimes,sometimes,Feeling motivated or inspired,"Power outage, internet outage, going out of the house without internet, expiration of internet subscription period.
 
 May God grant you success in your research and inspire you to do the right thing"
18-24,feminine,Riyadh,diploma,bachelor,student,Yes,"TikTok, Snapchat, Youtube, WhatsApp, Locket",TikTok,8-Jul,I don't read comments,"No, never","Yes, a lot",sometimes,"Yes, always",sometimes,rarely,"No, never",rarely,always,I wish for a better life,I don't have a way
45-54,feminine,Riyadh,High school or equivalent,married,housewife,Yes,"Instagram, X (Twitter), Snapchat, WhatsApp",WhatsApp,4-Mar,I don't post,"No, never",sometimes,sometimes,sometimes,"No, never","No, never",sometimes,"No, never",rarely,Sometimes motivation,Leave the device
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Instagram,2-Jan,sometimes,sometimes,"Yes, a lot","Yes, a lot",sometimes,"No, never","No, never",sometimes,"No, never",sometimes,"I do not compare, because contentment is a treasure.",Set a dedicated time for applications.
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",WhatsApp,6-May,I don't post,rarely,"Yes, a lot",sometimes,sometimes,rarely,I don't care about the number of likes or comments,"No, never","No, never",rarely,"There is nothing to compare, everyone has their own life",There is nothing wrong with me if my father isolates himself
25-34,feminine,grandmother,Bachelor's degree,married,Full time employee,Yes,"Instagram, Snapchat, WhatsApp",Snapchat,4-Mar,I don't post,sometimes,"Yes, a lot","No, never",sometimes,rarely,rarely,sometimes,"No, never",sometimes,Dissatisfaction,Turn off mobile data
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), Youtube, Telegram",Instagram,2-Jan,I don't post,"No, never","Yes, a lot",sometimes,"Yes, always",rarely,I don't care about the number of likes or comments,sometimes,"No, never",always,"I don't feel negative feelings, thank God",Delete the app if you see me staying on it for too long
25-34,feminine,Riyadh,Bachelor's degree,bachelor,Full time employee,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Youtube,4-Mar,"No, never",sometimes,sometimes,rarely,sometimes,"No, never","No, never",rarely,"No, never",always,"I don't compare my life to others, as I feel motivated to be better","I listen to a podcast or an e-book while I am doing a task that takes a long time, such as traffic jams, etc"
25-34,feminine,Riyadh,Bachelor's degree,married,housewife,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Locket",Snapchat,6-May,I don't post,sometimes,sometimes,sometimes,"Yes, always",rarely,I don't care about the number of likes or comments,rarely,rarely,sometimes,Wishing to have money and a job,"I don't use methods, but daily tasks and taking care of the children and the house distract me from using the mobile phone"
18-24,male,Hail,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,10-Sep,"No, never",sometimes,sometimes,rarely,"Yes, always","No, never",I don't care about the number of likes or comments,"No, never","No, never",sometimes,I don't compare myself to anyone because I'm an engineer,Start studying
25-34,feminine,City,Master's,bachelor,Full time employee,Yes,"TikTok, Snapchat, Youtube, WhatsApp",TikTok,2-Jan,I don't post,sometimes,"No, never","No, never","Yes, always","No, never",I don't care about the number of likes or comments,sometimes,sometimes,always,Not working hard to get what you want,Just keep myself busy
25-34,feminine,grandmother,Master's,bachelor,Full time employee,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp, Telegram, Locket",Instagram,6-May,I don't post,sometimes,sometimes,"Yes, a lot",sometimes,rarely,I don't care about the number of likes or comments,"No, never",rarely,sometimes,I don't compare my life to anyone,Put your phone on airplane mode
18-24,feminine,Riyadh,Bachelor's degree,married,Not employed,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",WhatsApp,4-Mar,I don't post,sometimes,"Yes, a lot","Yes, a lot","Yes, always","No, never",I don't care about the number of likes or comments,rarely,rarely,always,Feeling motivated and inspired,Set a custom time
25-34,feminine,Al-Ahsa,Bachelor's degree,bachelor,"Housewife, unemployed",Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,2-Jan,sometimes,"Yes, always",sometimes,"Yes, a lot","Yes, always","Yes, always",sometimes,sometimes,"No, never",sometimes,"Feeling lacking sometimes, feeling motivated most of the time",Doing the tasks that I need to do at home and staying away from the mobile phone for hours
18-24,feminine,Hail,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",X (Twitter),6-May,"Yes, always","Yes, always",sometimes,"Yes, a lot","Yes, always",rarely,"Yes, always",sometimes,"Yes, always",always,Feeling frustrated,Delete the program for a certain period
18-24,male,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, Youtube, WhatsApp, Telegram",Youtube,4-Mar,I don't post,"No, never","Yes, a lot",sometimes,sometimes,rarely,I don't care about the number of likes or comments,sometimes,"Yes, always",sometimes,#VALUE!,#VALUE!
45-54,feminine,Sakaka,Bachelor's degree,married,Full time employee,Yes,"TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,6-May,I don't post,rarely,sometimes,"No, never",sometimes,"No, never","No, never","No, never",rarely,sometimes,I am convinced of my life and my reality. Sometimes I feel guilty because I do not cook much for my family when I see the types and shapes on display.,"Being busy at home and charging the mobile phone in a far away room, I don't always have it with me. Also, do not use headphones"
35-44,feminine,Najran,Bachelor's degree,married,Not employed,Yes,"Snapchat, WhatsApp",WhatsApp,2-Jan,I don't post,"No, never",sometimes,"No, never",rarely,"No, never",I don't care about the number of likes or comments,"No, never","No, never",rarely,no,nothing
45-54,feminine,Riyadh,High school or equivalent,married,housewife,Yes,"X (Twitter), TikTok, Snapchat, WhatsApp",Snapchat,2-Jan,sometimes,sometimes,"Yes, a lot","Yes, a lot","Yes, always","Yes, always",sometimes,sometimes,sometimes,always,"No, I don't like to compare myself to anyone, but I hope to be like the people of knowledge",I am busy with family visits and shopping
13-17,feminine,Sakaka,High school or equivalent,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, Netflix",Netflix,6-May,I don't post,"Yes, always",sometimes,"Yes, a lot",sometimes,rarely,I don't care about the number of likes or comments,"No, never","No, never",always,I do not feel interested in the lives of others,I don't have it
18-24,male,grandmother,High school or equivalent,bachelor,student,Yes,"Facebook, Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",Instagram,4-Mar,sometimes,sometimes,sometimes,sometimes,"Yes, always",rarely,sometimes,sometimes,"No, never",sometimes,I wish for a better life,Scan the application
18-24,feminine,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Youtube, WhatsApp, Telegram",Instagram,6-May,"No, never","No, never",sometimes,sometimes,rarely,rarely,sometimes,sometimes,"No, never",always,I don't compare my life to anyone else's life,Mama is in control
18-24,feminine,Tabuk,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",WhatsApp,4-Mar,sometimes,"No, never",sometimes,sometimes,"Yes, always",sometimes,"Yes, always",sometimes,"Yes, always",sometimes,I don't compare,Leave the device in an isolated room
25-34,feminine,City,Bachelor's degree,bachelor,student,Yes,"Facebook, Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,Less than an hour,I don't post,"No, never",sometimes,sometimes,"Yes, always",rarely,I don't care about the number of likes or comments,"No, never","No, never",sometimes,Feeling motivated,Setting aside specific time for social media - writing down the tasks I need to accomplish that day
25-34,feminine,grandmother,High school or equivalent,married,housewife,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Instagram,10-Sep,I don't read comments,sometimes,rarely,sometimes,"Yes, always",sometimes,rarely,sometimes,"No, never",always,"Motivation in arranging and organizing the house, new foods, and new shops. I hope for a better life",It does not unite
18-24,feminine,Tabuk,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",WhatsApp,4-Mar,sometimes,sometimes,sometimes,"Yes, a lot","Yes, always",rarely,"No, never",rarely,rarely,sometimes,Inspiration,Download an application that prevents me from opening programs
18-24,feminine,Hafar Al-Batin,Bachelor's degree,bachelor,Not employed,Yes,"LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Telegram,10-Sep,rarely,rarely,"Yes, a lot",sometimes,rarely,rarely,I don't care about the number of likes or comments,"No, never","No, never",rarely,Wish,Isolated
18-24,feminine,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",Instagram,4-Mar,sometimes,rarely,"Yes, a lot",sometimes,"Yes, always",sometimes,sometimes,rarely,"No, never",rarely,"The feeling ranges between inspiration, motivation and frustration",Doing a number of tasks that I can accomplish instead of spending time on social media
13-17,male,Riyadh,Less than high school,bachelor,student,Yes,"Instagram, Youtube, WhatsApp, Telegram",Youtube,10-Sep,sometimes,rarely,"No, never","Yes, a lot","Yes, always","No, never",I don't care about the number of likes or comments,"No, never",sometimes,sometimes,By writing,Meet friends more
25-34,feminine,grandmother,High school or equivalent,married,housewife,Yes,"Instagram, TikTok, Snapchat, WhatsApp, Telegram",WhatsApp,6-May,I don't post,"No, never",sometimes,"No, never","Yes, always","No, never",I don't care about the number of likes or comments,rarely,"No, never",always,I wish for a better life,Disconnecting the internet is the best solution
45-54,male,Riyadh,High school or equivalent,married,Full time employee,Yes,"X (Twitter), Snapchat, Youtube, WhatsApp, Telegram",Snapchat,4-Mar,I don't post,sometimes,"No, never","No, never","Yes, always","No, never",sometimes,"No, never",sometimes,sometimes,"I don't care about anyone else, thank God for the blessings He has given me and blessed me with",Play YouTube on screen ??
